date,station,entries,exits,fare_collected
2025-02-01,Alandur,10460,10115,481606.08
2025-02-01,Airport,6871,6995,315269.97
2025-02-01,Egmore,9371,8550,204502.91
2025-02-01,Nehru Park,3412,3190,74684.64
2025-02-01,CMBT,9617,9283,310296.11
2025-02-01,Koyambedu,7766,7571,243844.83
2025-02-01,Arumbakkam,3806,3884,119062.34
2025-02-01,Vadapalani,7493,7209,239636.59
2025-02-01,Ashok Nagar,4702,5068,212630.98
2025-02-01,Ekkattuthangal,2791,2756,119791.32
2025-02-01,St Thomas Mount,3267,3272,145426.52
2025-02-02,Washermanpet,3453,3329,77317.66
2025-02-02,Chennai Central,13435,14768,320769.26
2025-02-02,Government Estate,2422,2576,52456.48
2025-02-02,Thousand Lights,4837,4701,106823.86
2025-02-02,Teynampet,5556,5800,176652.72
2025-02-02,Saidapet,5834,6088,186526.37
2025-02-02,Guindy,8857,8035,282988.34
2025-02-02,Alandur,12008,12919,516176.17
2025-02-02,Airport,6857,6988,296696.07
2025-02-02,Egmore,9938,9568,209941.97
2025-02-02,Nehru Park,3619,3508,77859.11
2025-02-02,CMBT,9625,9237,293147.89
2025-02-02,Koyambedu,6990,6963,226925.64
2025-02-02,Arumbakkam,4164,3695,135556.68
2025-02-02,Vadapalani,6976,6222,235761.57
2025-02-02,Ashok Nagar,4225,4421,189033.93
2025-02-02,Ekkattuthangal,3399,3500,151709.91
2025-02-02,St Thomas Mount,3886,4181,176903.55
2025-02-03,Washermanpet,5619,5810,117558.01
2025-02-03,Chennai Central,25097,26471,530106.85
2025-02-03,Government Estate,3913,3884,87846.37
2025-02-03,Thousand Lights,9419,8877,208963.2
2025-02-03,Teynampet,8065,8017,257448.36
2025-02-03,Saidapet,10453,10016,331376.07
2025-02-03,Guindy,12775,11386,380570.06
2025-02-03,Alandur,18892,20444,836503.15
2025-02-03,Airport,13527,12614,594738.68
2025-02-03,Egmore,15455,15085,320171.16
2025-02-03,Nehru Park,6332,6118,142446.77
2025-02-03,CMBT,18541,20495,601341.05
2025-02-03,Koyambedu,11452,10705,367145.17
2025-02-03,Arumbakkam,6675,6847,195611.62
2025-02-03,Vadapalani,8788,8092,285104.77
2025-02-03,Ashok Nagar,7048,6543,306728.49
2025-02-03,Ekkattuthangal,4427,4483,195951.27
2025-02-03,St Thomas Mount,7364,6789,319994.57
2025-02-04,Washermanpet,5172,5253,112222.25
2025-02-04,Chennai Central,27184,27352,592958.61
2025-02-04,Government Estate,3403,3435,70260.1
2025-02-04,Thousand Lights,8367,8058,175906.27
2025-02-04,Teynampet,8147,8065,265257.24
2025-02-04,Saidapet,9474,9883,297272.67
2025-02-04,Guindy,16584,16523,545253.85
2025-02-04,Alandur,19275,20341,841989.01
2025-02-04,Airport,11979,11260,513160.34
2025-02-04,Egmore,14776,14049,315711.48
2025-02-04,Nehru Park,6462,6110,141753.42
2025-02-04,CMBT,14498,15207,468301.47
2025-02-04,Koyambedu,11202,11191,386149.44
2025-02-04,Arumbakkam,7187,7076,221954.67
2025-02-04,Vadapalani,11082,11831,348652.82
2025-02-04,Ashok Nagar,7315,7259,328333.04
2025-02-04,Ekkattuthangal,4909,4760,210035.65
2025-02-04,St Thomas Mount,6496,7091,288048.27
2025-02-05,Washermanpet,5924,6147,130846.85
2025-02-05,Chennai Central,23184,21979,525909.16
2025-02-05,Government Estate,4313,4315,93127.21
2025-02-05,Thousand Lights,7676,7655,167233.51
2025-02-05,Teynampet,7703,8075,247442.46
2025-02-05,Saidapet,9913,10298,312649.29
2025-02-05,Guindy,12963,12054,405708.94
2025-02-05,Alandur,17195,16106,763148.7
2025-02-05,Airport,12457,11473,546320.29
2025-02-05,Egmore,15017,14786,323611.03
2025-02-05,Nehru Park,5814,5901,128384.19
2025-02-05,CMBT,15615,14949,490965.23
2025-02-05,Koyambedu,10824,12097,351991.38
2025-02-05,Arumbakkam,7133,6332,226655.29
2025-02-05,Vadapalani,10050,10211,319939.82
2025-02-05,Ashok Nagar,7783,8463,321588.91
2025-02-05,Ekkattuthangal,4379,4434,185596.69
2025-02-05,St Thomas Mount,6947,5949,306816.34
2025-02-06,Washermanpet,5483,5481,114942.23
2025-02-06,Chennai Central,24818,25503,550046.78
2025-02-06,Government Estate,4093,3845,88086.11
2025-02-06,Thousand Lights,7950,7813,173167.33
2025-02-06,Teynampet,8276,7322,279341.94
2025-02-06,Saidapet,9544,9579,293969.14
2025-02-06,Guindy,13771,13106,424979.89
2025-02-06,Alandur,18108,18703,794138.9
2025-02-06,Airport,11998,12095,528697.64
2025-02-06,Egmore,15655,15477,350838.23
2025-02-06,Nehru Park,6500,6249,142112.93
2025-02-06,CMBT,17484,16369,566760.25
2025-02-06,Koyambedu,12268,12384,390769.97
2025-02-06,Arumbakkam,6474,6192,211418.41
2025-02-06,Vadapalani,10399,9463,338379.66
2025-02-06,Ashok Nagar,7832,8402,335545.15
2025-02-06,Ekkattuthangal,4687,4950,200991.34
2025-02-06,St Thomas Mount,6367,6329,287171.2
2025-02-07,Washermanpet,6216,6314,131298.05
2025-02-07,Chennai Central,22906,21863,484600.91
2025-02-07,Government Estate,4141,3814,87811.0
2025-02-07,Thousand Lights,8330,8180,180945.35
2025-02-07,Teynampet,8367,8800,263946.26
2025-02-07,Saidapet,9695,9253,312888.45
2025-02-07,Guindy,14245,13931,452242.55
2025-02-07,Alandur,18472,18649,854088.56
2025-02-07,Airport,14374,14393,645078.78
2025-02-07,Egmore,16226,16546,366042.26
2025-02-07,Nehru Park,4952,4923,110153.64
2025-02-07,CMBT,19684,18998,649786.73
2025-02-07,Koyambedu,11309,11360,363507.49
2025-02-07,Arumbakkam,6477,7498,212602.41
2025-02-07,Vadapalani,10786,11577,338696.29
2025-02-07,Ashok Nagar,7255,7389,315480.99
2025-02-07,Ekkattuthangal,5474,4859,232145.76
2025-02-07,St Thomas Mount,7621,7599,347726.67
2025-02-08,Washermanpet,3317,3353,76906.59
2025-02-08,Chennai Central,12754,12585,274463.77
2025-02-08,Government Estate,2307,2415,50681.03
2025-02-08,Thousand Lights,5084,4663,114563.51
2025-02-08,Teynampet,5189,5128,159321.48
2025-02-08,Saidapet,5289,4836,165434.22
2025-02-08,Guindy,7641,7932,244013.59
2025-02-08,Alandur,10482,11789,480855.44
2025-02-08,Airport,8018,7935,369179.78
2025-02-08,Egmore,9210,9608,194663.02
2025-02-08,Nehru Park,3357,2993,73884.76
2025-02-08,CMBT,9229,9594,291129.99
2025-02-08,Koyambedu,6879,6651,213297.92
2025-02-08,Arumbakkam,4288,4054,138189.72
2025-02-08,Vadapalani,6259,6336,193109.67
2025-02-08,Ashok Nagar,5332,5513,225690.65
2025-02-08,Ekkattuthangal,3230,3386,137770.24
2025-02-08,St Thomas Mount,4480,4344,204499.23
2025-02-09,Washermanpet,3537,3550,75457.33
2025-02-09,Chennai Central,13971,15279,284436.73
2025-02-09,Government Estate,2568,2502,58043.23
2025-02-09,Thousand Lights,5755,6254,122972.01
2025-02-09,Teynampet,4561,4622,139305.89
2025-02-09,Saidapet,4396,4601,138074.0
2025-02-09,Guindy,7462,7308,244792.7
2025-02-09,Alandur,12440,12870,550379.25
2025-02-09,Airport,6280,6419,281771.54
2025-02-09,Egmore,9198,9699,216708.25
2025-02-09,Nehru Park,3460,3642,73164.74
2025-02-09,CMBT,9980,9712,321857.68
2025-02-09,Koyambedu,7277,7746,237700.5
2025-02-09,Arumbakkam,4330,4258,141581.73
2025-02-09,Vadapalani,6761,6239,222032.99
2025-02-09,Ashok Nagar,4478,4377,191417.53
2025-02-09,Ekkattuthangal,2929,2772,132170.39
2025-02-09,St Thomas Mount,4489,4466,191045.62
2025-02-10,Washermanpet,5093,5065,110600.25
2025-02-10,Chennai Central,21401,23197,455042.81
2025-02-10,Government Estate,4041,3930,86151.51
2025-02-10,Thousand Lights,8176,7439,176490.85
2025-02-10,Teynampet,6121,6154,186236.96
2025-02-10,Saidapet,8493,7915,274802.94
2025-02-10,Guindy,16823,16904,552880.37
2025-02-10,Alandur,20470,20725,909718.99
2025-02-10,Airport,14540,15173,624500.0
2025-02-10,Egmore,11850,12321,251469.06
2025-02-10,Nehru Park,6839,7005,147503.5
2025-02-10,CMBT,14292,14902,471819.95
2025-02-10,Koyambedu,10889,11559,340372.97
2025-02-10,Arumbakkam,5364,5684,174933.68
2025-02-10,Vadapalani,10533,11548,345476.21
2025-02-10,Ashok Nagar,7128,6754,314713.57
2025-02-10,Ekkattuthangal,4990,4957,218756.46
2025-02-10,St Thomas Mount,6296,6881,287965.49
2025-02-11,Washermanpet,5680,5862,122984.98
2025-02-11,Chennai Central,28940,28156,665510.26
2025-02-11,Government Estate,4678,4503,98336.06
2025-02-11,Thousand Lights,8576,8820,192055.18
2025-02-11,Teynampet,6802,6721,213257.62
2025-02-11,Saidapet,9153,8106,282838.55
2025-02-11,Guindy,13197,13624,416302.56
2025-02-11,Alandur,19081,19173,811487.94
2025-02-11,Airport,11248,10681,487327.5
2025-02-11,Egmore,15623,16515,331290.57
2025-02-11,Nehru Park,6000,5691,130968.27
2025-02-11,CMBT,15725,15446,489059.49
2025-02-11,Koyambedu,10813,11860,334897.54
2025-02-11,Arumbakkam,6672,6828,210996.92
2025-02-11,Vadapalani,9566,9023,307497.46
2025-02-11,Ashok Nagar,7298,6534,311051.11
2025-02-11,Ekkattuthangal,4404,4289,197498.21
2025-02-11,St Thomas Mount,7455,8133,335486.99
2025-02-12,Washermanpet,5468,5527,116736.51
2025-02-12,Chennai Central,20837,21972,460434.52
2025-02-12,Government Estate,3591,3254,78703.22
2025-02-12,Thousand Lights,9287,9852,198540.52
2025-02-12,Teynampet,8311,7863,252240.42
2025-02-12,Saidapet,10370,9462,329968.52
2025-02-12,Guindy,12211,11866,387342.52
2025-02-12,Alandur,19161,18836,891852.3
2025-02-12,Airport,11500,10964,493663.29
2025-02-12,Egmore,15467,16453,347568.34
2025-02-12,Nehru Park,5389,5990,113047.73
2025-02-12,CMBT,18754,16835,619963.13
2025-02-12,Koyambedu,11615,11589,383579.6
2025-02-12,Arumbakkam,6184,5504,195102.24
2025-02-12,Vadapalani,9644,9771,291912.89
2025-02-12,Ashok Nagar,7610,8083,324296.21
2025-02-12,Ekkattuthangal,4750,4593,202881.77
2025-02-12,St Thomas Mount,6859,7573,299202.08
2025-02-13,Washermanpet,4985,4847,108179.74
2025-02-13,Chennai Central,20884,21051,485220.3
2025-02-13,Government Estate,3918,3866,88137.96
2025-02-13,Thousand Lights,8369,8665,191215.26
2025-02-13,Teynampet,8539,8059,300246.67
2025-02-13,Saidapet,9843,10042,322778.44
2025-02-13,Guindy,11936,11983,393832.12
2025-02-13,Alandur,18605,19210,795364.54
2025-02-13,Airport,12106,11618,536889.76
2025-02-13,Egmore,17914,19868,388992.46
2025-02-13,Nehru Park,6390,7141,125681.19
2025-02-13,CMBT,17557,18370,565096.59
2025-02-13,Koyambedu,10809,10565,338292.21
2025-02-13,Arumbakkam,5159,5059,166777.97
2025-02-13,Vadapalani,10787,10922,335604.45
2025-02-13,Ashok Nagar,7386,7441,318538.22
2025-02-13,Ekkattuthangal,5080,5008,219932.61
2025-02-13,St Thomas Mount,7631,7349,333831.72
2025-02-14,Washermanpet,6103,5873,131264.69
2025-02-14,Chennai Central,22065,20436,488214.15
2025-02-14,Government Estate,3892,4254,86538.64
2025-02-14,Thousand Lights,9873,9051,215713.32
2025-02-14,Teynampet,7084,7031,215483.3
2025-02-14,Saidapet,8727,8615,290699.78
2025-02-14,Guindy,14835,15772,467768.35
2025-02-14,Alandur,16295,16023,708059.37
2025-02-14,Airport,14141,13456,633730.57
2025-02-14,Egmore,13198,12567,289166.24
2025-02-14,Nehru Park,5638,5464,118094.19
2025-02-14,CMBT,13066,12986,426430.93
2025-02-14,Koyambedu,12814,12635,401595.77
2025-02-14,Arumbakkam,6472,6567,202542.14
2025-02-14,Vadapalani,10535,10583,338420.04
2025-02-14,Ashok Nagar,7226,7733,325325.44
2025-02-14,Ekkattuthangal,5249,5424,234709.59
2025-02-14,St Thomas Mount,7152,7735,307635.68
2025-02-15,Washermanpet,3057,3115,69049.8
2025-02-15,Chennai Central,13814,16080,306217.06
2025-02-15,Government Estate,2581,2559,53245.24
2025-02-15,Thousand Lights,5472,5515,117346.44
2025-02-15,Teynampet,4676,4445,155462.79
2025-02-15,Saidapet,5121,5313,165443.04
2025-02-15,Guindy,8937,8938,286378.98
2025-02-15,Alandur,9971,10330,438905.36
2025-02-15,Airport,5787,5475,256698.37
2025-02-15,Egmore,8864,8132,187920.02
2025-02-15,Nehru Park,3269,3220,73856.37
2025-02-15,CMBT,10340,10479,318914.87
2025-02-15,Koyambedu,7655,7475,244808.84
2025-02-15,Arumbakkam,4111,4100,130605.12
2025-02-15,Vadapalani,5788,5273,179115.77
2025-02-15,Ashok Nagar,4442,4673,192960.32
2025-02-15,Ekkattuthangal,2993,2977,136743.69
2025-02-15,St Thomas Mount,4698,4571,211740.1
2025-02-16,Washermanpet,3327,3252,73230.62
2025-02-16,Chennai Central,15950,14954,373737.13
2025-02-16,Government Estate,2631,2476,56851.89
2025-02-16,Thousand Lights,4625,4699,101949.12
2025-02-16,Teynampet,4635,4554,145990.46
2025-02-16,Saidapet,6455,6309,194643.63
2025-02-16,Guindy,7454,8190,236604.88
2025-02-16,Alandur,10791,10683,481132.21
2025-02-16,Airport,7002,7106,308101.52
2025-02-16,Egmore,10128,10087,228876.75
2025-02-16,Nehru Park,2666,2747,55735.23
2025-02-16,CMBT,9703,9969,307235.4
2025-02-16,Koyambedu,7835,8413,232990.91
2025-02-16,Arumbakkam,3564,3366,114449.55
2025-02-16,Vadapalani,7407,7500,234658.58
2025-02-16,Ashok Nagar,3844,3754,168912.36
2025-02-16,Ekkattuthangal,2868,2805,131541.43
2025-02-16,St Thomas Mount,4481,4515,205659.89
2025-02-17,Washermanpet,5146,5326,111779.53
2025-02-17,Chennai Central,21686,20968,451143.24
2025-02-17,Government Estate,3850,3818,90712.7
2025-02-17,Thousand Lights,9312,9033,192683.88
2025-02-17,Teynampet,8085,7709,263245.13
2025-02-17,Saidapet,8677,9187,269618.73
2025-02-17,Guindy,16115,15865,494750.19
2025-02-17,Alandur,17942,15554,777713.58
2025-02-17,Airport,12717,13227,561042.47
2025-02-17,Egmore,17527,17862,397854.14
2025-02-17,Nehru Park,6846,5913,153193.77
2025-02-17,CMBT,18251,18428,581703.09
2025-02-17,Koyambedu,11974,12027,383031.52
2025-02-17,Arumbakkam,6803,6953,216799.21
2025-02-17,Vadapalani,10431,11161,337019.78
2025-02-17,Ashok Nagar,7036,7261,315482.66
2025-02-17,Ekkattuthangal,5129,5225,229226.56
2025-02-17,St Thomas Mount,6330,6454,274074.84
2025-02-18,Washermanpet,5419,5419,129203.03
2025-02-18,Chennai Central,26312,26201,556482.58
2025-02-18,Government Estate,4367,4824,92573.44
2025-02-18,Thousand Lights,9705,9262,212551.22
2025-02-18,Teynampet,6689,6181,202414.54
2025-02-18,Saidapet,9065,9352,290272.56
2025-02-18,Guindy,15343,15741,473183.83
2025-02-18,Alandur,18074,19733,816900.2
2025-02-18,Airport,13707,13480,565514.87
2025-02-18,Egmore,15037,13200,316305.88
2025-02-18,Nehru Park,5592,5561,117865.72
2025-02-18,CMBT,16660,16988,526629.83
2025-02-18,Koyambedu,12519,12659,414555.16
2025-02-18,Arumbakkam,6852,6836,216733.61
2025-02-18,Vadapalani,10860,10423,352718.98
2025-02-18,Ashok Nagar,6387,6194,294897.14
2025-02-18,Ekkattuthangal,5601,6307,243435.67
2025-02-18,St Thomas Mount,7087,7340,316266.17
2025-02-19,Washermanpet,5160,5246,106622.66
2025-02-19,Chennai Central,24690,23334,549011.63
2025-02-19,Government Estate,3979,3987,91086.92
2025-02-19,Thousand Lights,8270,8978,178266.56
2025-02-19,Teynampet,8866,9422,281323.07
2025-02-19,Saidapet,9397,10128,303771.73
2025-02-19,Guindy,13418,12870,413245.96
2025-02-19,Alandur,16797,17209,750207.17
2025-02-19,Airport,12834,13057,588447.06
2025-02-19,Egmore,16330,17789,356995.65
2025-02-19,Nehru Park,5458,5387,113097.83
2025-02-19,CMBT,17761,17632,555455.02
2025-02-19,Koyambedu,12062,12087,396085.8
2025-02-19,Arumbakkam,6470,6197,205171.91
2025-02-19,Vadapalani,10865,11079,327513.74
2025-02-19,Ashok Nagar,7315,8170,335104.71
2025-02-19,Ekkattuthangal,4505,4451,211321.13
2025-02-19,St Thomas Mount,6959,6318,300293.76
2025-02-20,Washermanpet,4711,4679,105188.94
2025-02-20,Chennai Central,24109,22251,538901.19
2025-02-20,Government Estate,4667,4885,98411.61
2025-02-20,Thousand Lights,8930,8756,196442.72
2025-02-20,Teynampet,6848,6817,214335.24
2025-02-20,Saidapet,8198,8300,264157.87
2025-02-20,Guindy,14637,15066,464042.73
2025-02-20,Alandur,18195,19327,798725.28
2025-02-20,Airport,12683,13495,559220.68
2025-02-20,Egmore,15030,15268,341090.09
2025-02-20,Nehru Park,6332,6475,141175.69
2025-02-20,CMBT,16175,17429,516577.41
2025-02-20,Koyambedu,13694,14039,448061.13
2025-02-20,Arumbakkam,6580,6748,214467.85
2025-02-20,Vadapalani,9031,9037,294530.41
2025-02-20,Ashok Nagar,6615,6836,276698.01
2025-02-20,Ekkattuthangal,4463,4360,200861.12
2025-02-20,St Thomas Mount,6752,6692,282231.63
2025-02-21,Washermanpet,4901,4843,103308.63
2025-02-21,Chennai Central,25262,25781,566825.47
2025-02-21,Government Estate,4146,3962,93350.65
2025-02-21,Thousand Lights,8291,7980,176575.67
2025-02-21,Teynampet,7008,6768,221163.23
2025-02-21,Saidapet,9383,9747,285180.48
2025-02-21,Guindy,12924,13472,413106.16
2025-02-21,Alandur,18399,19700,839177.41
2025-02-21,Airport,10744,10279,447365.57
2025-02-21,Egmore,15078,15422,330529.75
2025-02-21,Nehru Park,6659,6915,148843.6
2025-02-21,CMBT,16777,16751,538776.06
2025-02-21,Koyambedu,11758,10767,369726.39
2025-02-21,Arumbakkam,7121,7126,225425.67
2025-02-21,Vadapalani,12193,12159,381665.12
2025-02-21,Ashok Nagar,6842,6840,303879.6
2025-02-21,Ekkattuthangal,5208,5549,230749.04
2025-02-21,St Thomas Mount,7566,7737,334305.95
2025-02-22,Washermanpet,3147,3365,70633.86
2025-02-22,Chennai Central,14672,15912,326853.63
2025-02-22,Government Estate,2865,2849,59047.08
2025-02-22,Thousand Lights,4740,5032,107273.25
2025-02-22,Teynampet,4517,4294,142811.24
2025-02-22,Saidapet,5725,5740,184988.23
2025-02-22,Guindy,8346,8338,276611.82
2025-02-22,Alandur,9616,10313,402065.55
2025-02-22,Airport,8347,8744,364138.56
2025-02-22,Egmore,9442,9189,218127.4
2025-02-22,Nehru Park,3514,3430,80185.71
2025-02-22,CMBT,11251,11248,347833.86
2025-02-22,Koyambedu,6698,7344,209481.51
2025-02-22,Arumbakkam,4055,4104,131733.0
2025-02-22,Vadapalani,6799,5810,229285.15
2025-02-22,Ashok Nagar,4324,4426,195477.01
2025-02-22,Ekkattuthangal,3187,3130,140849.09
2025-02-22,St Thomas Mount,4658,4586,202092.01
2025-02-23,Washermanpet,3310,3233,74811.06
2025-02-23,Chennai Central,12662,13361,282944.13
2025-02-23,Government Estate,2167,2086,47692.09
2025-02-23,Thousand Lights,6031,5864,129220.06
2025-02-23,Teynampet,4982,4933,160579.3
2025-02-23,Saidapet,5882,5515,182393.37
2025-02-23,Guindy,9666,9817,314748.47
2025-02-23,Alandur,12774,12166,541616.03
2025-02-23,Airport,7960,7446,356766.94
2025-02-23,Egmore,7957,7640,171482.6
2025-02-23,Nehru Park,4089,4574,87385.08
2025-02-23,CMBT,9796,9537,314321.74
2025-02-23,Koyambedu,7379,7233,230736.95
2025-02-23,Arumbakkam,4142,4180,133063.53
2025-02-23,Vadapalani,6347,6815,210244.14
2025-02-23,Ashok Nagar,4566,4377,202088.69
2025-02-23,Ekkattuthangal,2948,3039,131836.27
2025-02-23,St Thomas Mount,3618,3723,160870.68
2025-02-24,Washermanpet,6205,5981,134551.73
2025-02-24,Chennai Central,22904,22046,495994.94
2025-02-24,Government Estate,3568,3386,76886.35
2025-02-24,Thousand Lights,8022,7434,165784.38
2025-02-24,Teynampet,6649,6863,212685.74
2025-02-24,Saidapet,9272,9586,285779.95
2025-02-24,Guindy,12356,12358,430881.89
2025-02-24,Alandur,19617,17672,847727.65
2025-02-24,Airport,14474,14333,671433.67
2025-02-24,Egmore,13372,13548,292812.29
2025-02-24,Nehru Park,5904,5696,123711.04
2025-02-24,CMBT,16243,15708,505244.53
2025-02-24,Koyambedu,11831,11582,364930.92
2025-02-24,Arumbakkam,6757,7027,220420.29
2025-02-24,Vadapalani,9325,9633,299669.07
2025-02-24,Ashok Nagar,7698,7543,354386.06
2025-02-24,Ekkattuthangal,4238,4123,188290.23
2025-02-24,St Thomas Mount,6917,6695,305066.96
2025-02-25,Washermanpet,5853,5289,125159.78
2025-02-25,Chennai Central,25645,25289,555970.82
2025-02-25,Government Estate,3769,4086,84659.86
2025-02-25,Thousand Lights,7386,7547,170644.35
2025-02-25,Teynampet,7442,8353,229161.31
2025-02-25,Saidapet,7004,7143,230699.96
2025-02-25,Guindy,12091,11885,408106.56
2025-02-25,Alandur,17775,18060,776536.66
2025-02-25,Airport,15059,14726,659592.31
2025-02-25,Egmore,12968,12432,286925.77
2025-02-25,Nehru Park,5108,5039,110102.04
2025-02-25,CMBT,17755,17092,584898.07
2025-02-25,Koyambedu,10955,11737,351959.21
2025-02-25,Arumbakkam,7018,6427,229676.67
2025-02-25,Vadapalani,12325,12390,394152.78
2025-02-25,Ashok Nagar,6571,6602,294802.98
2025-02-25,Ekkattuthangal,4755,5053,201850.7
2025-02-25,St Thomas Mount,6679,6457,289503.01
2025-02-26,Washermanpet,4945,4948,111656.07
2025-02-26,Chennai Central,23904,23947,540944.22
2025-02-26,Government Estate,4356,4135,93596.75
2025-02-26,Thousand Lights,9749,9230,208707.16
2025-02-26,Teynampet,7413,7103,244333.57
2025-02-26,Saidapet,8901,9412,275404.96
2025-02-26,Guindy,15496,13768,497858.11
2025-02-26,Alandur,16230,12985,734762.32
2025-02-26,Airport,13083,12025,560101.39
2025-02-26,Egmore,16673,17190,369213.55
2025-02-26,Nehru Park,5571,5857,125455.45
2025-02-26,CMBT,16970,19249,539062.61
2025-02-26,Koyambedu,11658,11680,398924.77
2025-02-26,Arumbakkam,6067,6144,185695.09
2025-02-26,Vadapalani,9791,9704,319112.08
2025-02-26,Ashok Nagar,8893,9361,391228.15
2025-02-26,Ekkattuthangal,4641,4781,196537.7
2025-02-26,St Thomas Mount,6906,7347,301385.52
2025-02-27,Washermanpet,5006,5347,114541.84
2025-02-27,Chennai Central,24036,21959,534594.66
2025-02-27,Government Estate,3768,3688,86606.79
2025-02-27,Thousand Lights,8993,8678,194877.46
2025-02-27,Teynampet,7460,7825,241206.01
2025-02-27,Saidapet,8962,9231,280422.92
2025-02-27,Guindy,13108,12786,404270.2
2025-02-27,Alandur,17799,16964,770356.21
2025-02-27,Airport,12076,12078,547070.53
2025-02-27,Egmore,15342,14408,336593.33
2025-02-27,Nehru Park,5533,5909,120442.54
2025-02-27,CMBT,16678,15767,550107.37
2025-02-27,Koyambedu,12575,12629,400640.88
2025-02-27,Arumbakkam,6257,6836,205605.21
2025-02-27,Vadapalani,9531,9245,308340.99
2025-02-27,Ashok Nagar,6630,6392,277703.85
2025-02-27,Ekkattuthangal,4612,4726,211318.26
2025-02-27,St Thomas Mount,6134,5573,268517.96
2025-02-28,Washermanpet,5056,5201,105264.3
2025-02-28,Chennai Central,20913,19995,477193.41
2025-02-28,Government Estate,4489,4181,98292.17
2025-02-28,Thousand Lights,7348,7666,160080.19
2025-02-28,Teynampet,8034,8052,254754.16
2025-02-28,Saidapet,8961,8279,294489.22
2025-02-28,Guindy,13708,12600,435587.83
2025-02-28,Alandur,19981,22049,917390.9
2025-02-28,Airport,12382,12502,558012.26
2025-02-28,Egmore,12988,13543,283289.0
2025-02-28,Nehru Park,5759,5757,123153.16
2025-02-28,CMBT,17957,18626,595119.77
2025-02-28,Koyambedu,9087,8771,295037.61
2025-02-28,Arumbakkam,6282,7005,201969.05
2025-02-28,Vadapalani,10669,11064,341874.19
2025-02-28,Ashok Nagar,8612,8667,368452.96
2025-02-28,Ekkattuthangal,4579,4394,202265.71
2025-02-28,St Thomas Mount,6035,6157,261368.37
2025-03-01,Washermanpet,3531,3615,78791.18
2025-03-01,Chennai Central,16696,15243,363671.29
2025-03-01,Government Estate,2858,2821,62437.85
2025-03-01,Thousand Lights,6552,6868,144733.36
2025-03-01,Teynampet,5250,4985,173353.32
2025-03-01,Saidapet,6798,6911,220657.06
2025-03-01,Guindy,9624,8637,323602.47
2025-03-01,Alandur,13911,14679,620922.4
2025-03-01,Airport,6329,5966,267746.6
2025-03-01,Egmore,10526,10320,234515.96
2025-03-01,Nehru Park,4162,4211,90953.7
2025-03-01,CMBT,11870,11513,393521.35
2025-03-01,Koyambedu,8292,7976,252355.58
2025-03-01,Arumbakkam,5009,4452,158872.3
2025-03-01,Vadapalani,7204,7747,223138.59
2025-03-01,Ashok Nagar,5093,5243,218082.01
2025-03-01,Ekkattuthangal,2863,2891,134122.05
2025-03-01,St Thomas Mount,4578,4452,206098.84
2025-03-02,Washermanpet,4442,4792,99000.36
2025-03-02,Chennai Central,15864,14635,346831.39
2025-03-02,Government Estate,2289,2428,48717.43
2025-03-02,Thousand Lights,6336,6386,140415.97
2025-03-02,Teynampet,5787,5650,179864.39
2025-03-02,Saidapet,6251,7018,195562.64
2025-03-02,Guindy,10178,11108,327327.47
2025-03-02,Alandur,10828,10478,475970.78
2025-03-02,Airport,6573,7151,282751.78
2025-03-02,Egmore,11821,10432,269851.34
2025-03-02,Nehru Park,3738,3322,83846.15
2025-03-02,CMBT,12164,12198,379091.6
2025-03-02,Koyambedu,7311,7711,244008.83
2025-03-02,Arumbakkam,4179,4334,137552.58
2025-03-02,Vadapalani,7189,6988,229714.53
2025-03-02,Ashok Nagar,5908,5841,268967.45
2025-03-02,Ekkattuthangal,3430,3691,146279.65
2025-03-02,St Thomas Mount,4051,4573,179299.37
2025-03-03,Washermanpet,5918,5610,127047.67
2025-03-03,Chennai Central,25916,25435,597822.91
2025-03-03,Government Estate,4532,4367,100761.16
2025-03-03,Thousand Lights,8484,8444,190985.24
2025-03-03,Teynampet,10198,10197,326049.16
2025-03-03,Saidapet,10635,10613,342532.42
2025-03-03,Guindy,17028,18050,540974.86
2025-03-03,Alandur,21889,21827,957171.74
2025-03-03,Airport,15621,15604,674643.02
2025-03-03,Egmore,18269,19705,387929.66
2025-03-03,Nehru Park,6606,6494,154347.52
2025-03-03,CMBT,17458,17410,562854.29
2025-03-03,Koyambedu,11042,10861,346577.94
2025-03-03,Arumbakkam,6355,5990,208079.55
2025-03-03,Vadapalani,11123,11550,359832.05
2025-03-03,Ashok Nagar,8676,8001,383214.76
2025-03-03,Ekkattuthangal,5967,5564,259554.79
2025-03-03,St Thomas Mount,6774,6920,295736.63
2025-03-04,Washermanpet,6441,6331,146158.5
2025-03-04,Chennai Central,25091,24078,538466.25
2025-03-04,Government Estate,4389,4239,93640.95
2025-03-04,Thousand Lights,9467,10073,211145.95
2025-03-04,Teynampet,7930,8392,252771.23
2025-03-04,Saidapet,8766,8309,275168.7
2025-03-04,Guindy,13708,13850,423469.42
2025-03-04,Alandur,17090,18547,780091.39
2025-03-04,Airport,13508,13224,577476.48
2025-03-04,Egmore,16435,15925,366603.88
2025-03-04,Nehru Park,6386,6551,140091.64
2025-03-04,CMBT,16514,15302,544515.48
2025-03-04,Koyambedu,13913,14357,455704.12
2025-03-04,Arumbakkam,7279,7322,236434.2
